msgid,msgstr
"## Simple WS2812b matrix enclosure\n%$$%    WS2812b matrix enclosure for cheap chinease prebuild led matrixes.\n%$$%    This design assumes that the distance between the leds is equal in both %$$%directions.\n%$$%\n%$$%    There are several parts to this design:\n%$$%    - The inner frame to hold the pcb in place\n%$$%    - The front frame to hold a sandwich of plexiglass, spacer and the pcb\n%$$%    - The plexiglass to protect and diffuse the leds.\n%$$%        You may add car tint foil to the plexiglass to achieve a black look\n%$$%    - The spacer to keep the plexiglass from touching the leds\n%$$%    - The back box with an optional mounting hole. Please add a hole for %$$%the\n%$$%        power supply to the side panels and the power and data cables\n%$$%        through the led mount frame with your favorite svg editor.\n%$$%    - The side panels with finger joints to hold everything together\n%$$%\n%$$%    Assembly:\n%$$%    1. Cut the parts\n%$$%    2. Assemble the frame (side panels and inner frame)\n%$$%    3. Insert the pcb, the spacers and the plexiglass\n%$$%    4. Close the front frame\n%$$%    5. Insert electronics in the back box\n%$$%        (for example a USB C port on the side panel, a esp32 with wled %$$%firmware)\n%$$%    6. Close the back box\n%$$%\n%$$%    The inner frame and spacer should keep everything in place without the %$$%need for glue.\n%$$%    If you are using multiple modules,\n%$$%    you can add the layout parameters, so that the inner frame adjusts %$$%accordingly.\n%$$%\n%$$%    Please Note: if you are creating a large matrix build of multiple %$$%individual modules,\n%$$%    you need to enter absolute values across all modules for all %$$%parameters.\n%$$%    Please cut the plane labeled \""Plexiglass\"" out of plexiglass :)\n%$$%    You can use a different thickness for the plexiglass, but make sure to %$$%adjust the settings accordingly.\n%$$%   ",
Border of the back frame bo keep the pcb in blace but allow for air flow and %$$%cable managemen,
Distance of the color dividers. Make sure your machine is able to cut thin %$$%structures,
"adds an additional vertical segment to hold the switch in place, works best %$$%w/ --stabl",
This is a simple light box with a closed compartment for electronics and the %$$%backlighting,
Night lightbox diffuser plate lock to prevent unwanted access to the %$$%electronic,
Diameter of the background acrylic diffuser plate locking screw hole in m,
"Night lightbox options for the back side (holes for connectors, marking",
"extra holes for connectors or buttons ; enter one line per hole ; first %$$%parameter chould be R for rectangle or C for circle ; then X and Y position %$$%for the center of the hole, and then the X and Y size of the rectangle or %$$%the circle diameter, all in mm ; parameters should be separated by space",
If the feet of the `Stackable` `bottom_edge`\n%$$%don't fit on the front (and back) walls you can make them smaller by\n%$$%reducing `width` and/or increasing `angle` in the `Settings for\n%$$%Stackable Edges`. Reducing the `opening` will also give more space for\n%$$%the feet,
mouth to circumference ratio (0.1 to 0.45). Determines the width to depth %$$%rati,
"\n%$$%Box made of paper, with lid.\",
"\n%$$%This box is made of paper.\n%$$%\n%$$%There is marks in the \""outside leftover paper\"" to help see where to fold\n%$$%(cutting with tabs helps use them). The cut is very precise, and could be %$$%too tight if misaligned when glued. A plywood box (such as a simple %$$%TypeTray) of the same size is a great guide during folding and gluing. Just %$$%fold the box against it. Accurate quick and easy.\n%$$%\n%$$%A paper creaser (or bone folder) is also useful.\",
different design for paper consumption optimization. The tuckbox also has %$$%locking cut for its lid,
\n%$$%Smartphone desk holder\,
"\n%$$%    This phone stand holds your phone between two tabs, with access to its\n%$$%    bottom, in order to connect a charger, headphones, and also not to %$$%obstruct\n%$$%    the mic.\n%$$%\n%$$%    Default values are currently based on Galaxy S7.\",
"Depth of the phone. Used by the bottom support holding the phone, and the %$$%side tabs depth as well. Should be at least your material thickness for %$$%assembly reasons",
"Spacing between the two bottom support. Choose a value big enough for the %$$%charging cable, without getting in the way of other ports",
\n%$$%3-layer photo frame with a slot at the top to slide matboard/acrylic/glass %$$%over the photo after glue-up.\,
"\n%$$%3-layer photo frame.\n%$$%\n%$$%Selected excellent features:\n%$$%\n%$$%* easy to change the photo after glue-up, without disassembling the frame\n%$$%* calculates the ideal matting size for your photo based on ancient Greek %$$%mathematics\n%$$%* can make the frame in one piece or split into 4 pieces to save material\n%$$%* can make a frame to fit the piece of glass/acrylic you already have\n%$$%* adds a hole for hanging the frame on the wall\n%$$%\n%$$%Features available in the mysterious future:\n%$$%\n%$$%* rounded corners\n%$$%* a stand on the back to display the frame on a table\n%$$%\n%$$%## How to frame things like a pro\n%$$%\n%$$%There are 1 or 2 things that you can't change when framing: the size of the %$$%artwork\n%$$%and the size of the glass. So we generate everything else to fit those %$$%measurements.\n%$$%\n%$$%Set `x` and `y` to the dimensions of the actual artwork.\n%$$%\n%$$%* If your photo has a border, measure inside it.\n%$$%* If your photo does not have a border, still measure the actual artwork. %$$%Don't reduce the dimensions to allow for mounting. We do that separately.\n%$$%\n%$$%A real pro measures the photo, calculates the matting, and cuts the glass to %$$%fit the matting.\n%$$%We will assume that you are not in fact a real pro, and can't be trusted %$$%with a glass cutter.\n%$$%So measure your glass and we'll calculate the matting to suit it. If you %$$%aren't using glass,\n%$$%we'll calculate the matting size based on \""golden ratio of areas\"" like the %$$%pros do. Everyone\n%$$%will think your frame is perfect, but they won't know why.\n%$$%\n%$$%Matting is just cardboard. Its jobs are to keep the glass off the photo, %$$%provide a clean border around the artwork,\n%$$%and make the whole thing look fancy. You can attach the photo to the matting %$$%or to the back of the frame.\n%$$%Either way, the matting conceals all sorts of sins like bad cuts, glue %$$%marks, or mounting with blue painter's tape.\n%$$%Matting also lets you reuse the frame for different sized photos. Just %$$%generate a new mat with the same glass dimensions.\n%$$%\n%$$%The hole in the matting is smaller than the photo. This is so the photo %$$%doesn't fall out.\n%$$%Even if your photo has a border, the hole needs to be a bit smaller than the %$$%photo,\n%$$%or you will struggle to line up the photo without the edges showing.\n%$$%Recommended overlaps are given in the settings. Don't worry about \""losing\"" %$$%too much of the photo.\n%$$%The matting will make the photo look bigger and more important. There's %$$%never anything\n%$$%interesting in the last 2mm of a photo anyway.\",
"Do not assemble sides before attaching the lid!\n%$$%    Hinge of the lid has to be placed first because it is impossible\n%$$%    to get it in position without removing the side wall. The lid can\n%$$%    be a bit tricky to assemble. Keep track of how the parts fit together.\n%$$%    Part with label \""lid back\"" is placed in the hinge",
\n%$$%You need (permanent) baking paper to create the conveyor. With that you can %$$%pick up and put down the pizza by moving the handle attached to the belt.\n%$$%   ,
Diameter of the screw holes in the bottom of the pusher - where the screws %$$%pass throug,
Diameter of the screw holes in the bottom of the pusher - where the screws %$$%hol,
Still has issues. The middle planetary gears set must not have a mashing sun %$$%gear as it can't be a proper gear set,
"mounting patterns: x=xlr, m=midi, p=9v-power, w=6.5mm-wire, space=next ro",
"For short side walls that don't fit a connecting finger reduce %$$%*surroundingspaces* and *finger* in the Finger Joint Settings.\n%$$%\n%$$%The lids needs to be glued. For the bayonet lid all outside rings attach to %$$%the bottom, all inside rings to the top.\",
\n%$$%Default: edge_style = f Finger Joint:\n%$$%![Finger Joint](static/samples/RoundedBox-2.jpg)\n%$$%\n%$$%Alternative: edge_style = h Edge (parallel Finger Joint Holes):\n%$$%![Finger Joint Holes](static/samples/RoundedBox-3.jpg)\n%$$%\n%$$%With lid:\,
\n%$$%![Lids off](static/samples/RoundedRegularBox2.jpg)\,
Most of the blue lines need to be engraved by cutting with high speed and %$$%low power. But there are three blue holes that actually need to be cut: The %$$%grip hole in the lid and two tiny rectangles on the top and bottom for the %$$%lid to grip into.\n%$$%\n%$$%![Lid Details](static/samples/RoyalGame-2.jpg)\n%$$%\n%$$%![All pieces](static/samples/RoyalGame-3.jpg)\n%$$%\,
This pattern is indented to be used with a LED stripe that is wound through %$$%all segments in an S pattern while the stripe being upright on its side. It %$$%can also be used with small pieces of LED stripes connected with short wires %$$%for large enough sizes.\,
You need a LED stripe that is wound through all segments in an S pattern and %$$%then continuing to the next digit while the stripe being upright on its %$$%side. Selecting *debug* gives a better idea how things fit together.\n%$$%\n%$$%Adding a diffuser on top or at the bottom of the segment holes will probably %$$%enhance the visuals. Just using paper may be enough.\n%$$%\n%$$%There is currently not a lot of space for electronics and this generator is %$$%still untested. Good luck!\,
\n%$$%The frame needed to build a shadowbox from paper cutouts.\n%$$%The cutout used in the photographs can be downloaded [here](https://3axis.co/%$$%laser-cut-my-neighbor-totoro-3d-lightbox-lamp-cdr-file/eoxldrxo/).\n%$$%\n%$$%See the diagram below for dimensions.\n%$$%\n%$$%![diagram](static/samples/Shadowbox-diagram.jpg)\n%$$%\n%$$%![backlit](static/samples/Shadowbox-backlit.jpg)\,
"cumulative height of your paper layers, play between frames, the LED strip, %$$%battery/wiring, anything else you want to fit in the cas",
whether or not to join sides to front plate (disable if doing manual joins %$$%on fancy wood,
Shoe shaped box with flat sides and rounded top.\n%$$%    Works best if flex if under slight compression.\n%$$%    Make sure that the following conditions are met:\n%$$%    y > tophole + r + fronttop;\n%$$%    height > frontheight,
Beware of the rolling shutter effect! Use wax on sliding surfaces.\n%$$%\n%$$%![Inside](static/samples/ShutterBox-3.jpg)\n%$$%\n%$$%![Detail](static/samples/ShutterBox-2.jpg)\,
Box with service hatches on either one or both of the sides that are locked %$$%with latche,
"\n%$$%This box is designed as a housing for electronic projects but could be used %$$%for other purposes. It has hatches that can be re-opened with simple tools. %$$%If built from thin enough material, it intentionally cannot be opened with %$$%bare hands.\n%$$%\n%$$%The hatches are on the x sides.\n%$$%\n%$$%#### Assembly instructions\n%$$%The main body is easy to assemble:\n%$$%1. Starting with the floor and then add the four walls (for any removable %$$%sides, the wall will just be a small part on the base )\n%$$%2. Add the top piece\n%$$%\n%$$%For the removable walls:\n%$$%1. Add the lips to the removable walls\n%$$%2. Sit the latches in place (it is importand to make sure the springs on the %$$%latches point inwards and the angled ends point to the side walls. See image %$$%below)\n%$$%3. Glue the U-shaped clamps in place (it is important **not** to glue the %$$%latches)\n%$$%\n%$$%![Wall details](static/samples/SideDoorHousing.jpg)\n%$$%\n%$$%\n%$$%#### Re-Opening\n%$$%\n%$$%The latches lock in place when closed. To open them they need to be pressed %$$%in and can then be moved aside.\n%$$%\n%$$%![Closed Box](static/samples/SideDoorHousing-2.jpg)\n%$$%\",
"Box, with an hinge that does not protrude from the back of the box, and a %$$%latch",
"\n%$$%This box is another take on a hinge box.\n%$$%The hinges doesn't protrude from the box, but the sides needs double walls.\n%$$%When opened, 2 sides are opening, improving access inside the box.\n%$$%An optional latch is included, based on a mechanical switch and a 3D printed %$$%button.\n%$$%The latch is one-way: the box can be closed freely\n%$$%(this side of the button is angled, and totally smooth since it's the %$$%printing bed surface),\n%$$%but can't be inadvertently opened.\",
"add one or two latches, based on 3D printing and a cherry mx compatible %$$%mechanical keyboard switc",
\n%$$%Cuttlery stand with carrying grip\n%$$%using flex for rounded corners\,
"Best cut from 5mm material to match the original. Use the included washers %$$%to mount. The board needs space towards the wall for hooks to go into.\n%$$%\n%$$%You can use boxes and holders from the \""WallMounted\"" group with \""skadis\"" %$$%as \""walltype\"". Note that these generators do not have any support to pick %$$%the right width(s). Inner distance between slots are 35 + n * 40 mm. It is %$$%recommended to cut the acceessories from 4 mm material. Then 36 + n * 40 mm %$$%should be used for inner widths. Deselect \""outside\"" where available to be %$$%able to deal with inner measurements",
Can be used as a display or for cards or gaming tokens. Lay on the side to %$$%get piles to draw from.\n%$$%    ![Example Use](static/samples/SlantedTray-2.jpg,
"* The sliding lid rests on the lower rails and is kept in place by the upper %$$%rails.\n%$$%* When using inner measurements, the height goes from bottom to lid, the %$$%lower rail is inside of the inner height.\n%$$%* The width of the rail can be adjusted, wider rails are more stable but %$$%make the opening smaller.\n%$$%* The horizontal margin makes the lid slightly narrower to prevent the lid %$$%from jamming.\n%$$%* The vertical margin makes the gap between the rails larger to let the lid %$$%slide more easily.\n%$$%\n%$$%![Closed](static/samples/SlidingLidBox-2.jpg)\",
Assemble inside out. If there are inner front to back walls start with %$$%attaching the floor boards to them. Then add the vertical inner left to %$$%right walls. After sliding in the slopes attach the outer wall to fix %$$%everything in place.\n%$$%\n%$$%If there are no inner front to back walls just add everything to one side %$$%wall and then add the other one after that. Possibly saving the front and %$$%back as last step,
\n%$$%\n%$$%Drawers are not included:\n%$$%\n%$$%![Inside](static/samples/StorageRack-2.jpg)\n%$$%![Back wall details](static/samples/StorageRack-3.jpg)\n%$$%\,
"The traffic light was created to visualize the status of a Icinga monitored %$$%system.\n%$$%\n%$$%When turned by 90°, it can be also used to create a bottle holder.\",
Tray insert without floor and outer walls - allows only continuous wall,
"## Tray/Box insert dividers.\n%$$%Tray insert with extra margin for that perfect fit.\n%$$%\n%$$%You can specify the grid sizes with the standard `(sx, sy)` format, which %$$%allows nice\n%$$%variable rows and columns.  If you  check the `outside` box, the full %$$%outside of the\n%$$%tray insert ends up being the sum of all the sx/sy values.  However, if you %$$%want a\n%$$%consistent cell size, and uncheck outside, then the overall dimensinos end %$$%up\n%$$%larger by `(n-1)*thickenss`, to make space for your walls.\n%$$%\n%$$%You can specify the `x` and `y` parameters if you like, just make them %$$%larger than\n%$$%what the sum of `(sx, sy)` would end up with, and the walls be automatically %$$%extended to\n%$$%to exactly fill the inside of your tray or box.\n%$$%\n%$$%So, for example, if you're fitting `30mm x 40mm` items and want them to\n%$$%fit inside a `250mm x 300mm` box, you can specify\n%$$%\n%$$%    sx = 30*8\n%$$%    sy = 40*7\n%$$%    uncheck outside\n%$$%    x=250\n%$$%    y=300\n%$$%\n%$$%This frees your mind into separately thinking about the cell size vs the %$$%overall box size.\n%$$%\n%$$%![Tray Extra](static/samples/TrayInsert-3.jpg)\n%$$%   ",
A two piece box where top slips over the bottom half to form the enclosure,
\n%$$%Set *hi* larger than *h* to leave gap between the inner and outer shell. %$$%This can be used to make opening the box easier. Set *hi* smaller to only %$$%have a small inner ridge that will allow the content to be more visible %$$%after opening.\n%$$%\n%$$%![Bottom view](static/samples/TwoPiece2.jpg)\,
"which edges are flat (e) or grooved (z,Z), counter-clockwise from the fron",
"\""stud\"" to brace against the wall, \""hook\"" for attaching to a second cleat %$$%or \""none\"" for just straigh",
"\n%$$%####Assembly Notes:\n%$$%1. The generator produces three pieces with angled finger joints.\n%$$%Bottom panel, sloped front panel and label panel (if enabled).\n%$$%2. Joint lengths vary to accommodate the slope angles.\n%$$%3. Orient pieces as shown in the generated layout to assemble correctly.\",
height of the front plate (in mm) - needs to be at least 7 time the thicknes,
"\n%$$%####Features:\n%$$%- Configurable dimensions (width, height, depth)\n%$$%- Adjustable front slope angle for easy access\n%$$%- Optional label area on front face\n%$$%- Stackable design with interlocking geometry\n%$$%- Multiple wall mounting options\n%$$%\n%$$%####Stacking Compatibility:\n%$$%The stacking mechanism requires careful consideration of wall mounting %$$%types.\n%$$%Bins using \""plain\"" wall mounts can stack on bins with other mount types.\n%$$%Note: Using the \""outside\"" dimension option is generally not compatible %$$%with stacking.\n%$$%\n%$$%####Assembly Notes:\n%$$%1. The generator produces three pieces with angled finger joints.\n%$$%Bottom panel, sloped front panel and label panel (if enabled).\n%$$%2. Joint lengths vary to accommodate the slope angles\n%$$%3. Orient pieces as shown in the generated layout to assemble correctly.\",
You are supposed to add holes or slots to the stair tops yourself using %$$%Inkscape or another vector drawing or CAD program.\n%$$%\n%$$%sh gives height of the stairs from front to back. Note that the overall %$$%width and height is bigger than the nominal values as walls and the %$$%protrusions are not included in the measurements.\,
"\n%$$%With the \""flanged_ubeam\"" option, there is a fourth piece the length of %$$%\""y\"".\n%$$%![U-Beam with flange](static/samples/ZBeam-flanged-ubeam.jpg)\",
There is no image yet. Please donate an image of your project on <a %$$%href=&quot;https://github.com/florianfesti/boxes/issues/628&quot; %$$%target=&quot;_blank&quot; rel=&quot;noopener&quot;>GitHub</a>,
"\n%$$%        <a href=\""https://hackaday.io/project/10649-boxespy\"">Boxes.py</a> %$$%is an <a href=\""https://www.gnu.org/licenses/gpl-3.0.en.html\"">Open Source</%$$%a> box generator written in <a href=\""https://www.python.org/\"">Python</a>. %$$%It features both finished parametrized generators as well as a Python API %$$%for writing your own. It features finger and (flat) dovetail joints, flex %$$%cuts, holes and slots for screws, hinges, gears, pulleys and much more",
